編號,土地位置
RPPNMLMLOHHGFDA87CG,大同段二小段196地號
RPPNMLMLOHHGFDA87CG,大同段二小段197地號
RPPNMLMLOHHGFDA87CG,大同段二小段198地號
RPPNMLMLOHHGFDA87CG,大同段二小段182地號
RPPNMLMLOHHGFDA87CG,大同段二小段183地號
RPPNMLMLOHHGFDA87CG,大同段二小段185地號
RPPNMLMLOHHGFDA87CG,大同段二小段186地號
RPPNMLMLOHHGFDA87CG,大同段二小段188地號
RPPNMLMLOHHGFDA87CG,大同段二小段189地號
RPPNMLMLOHHGFDA87CG,大同段二小段190地號
RPPNMLMLOHHGFDA87CG,大同段二小段191-1地號
RPPNMLOLOHHGFDA08CG,軟橋段41地號
RPPNMLOLOHHGFDA08CG,軟橋段42地號
SPPNMLRLOHHGFDA58DG,雙連段三小段357地號
SPPNMLRLOHHGFDA58DG,雙連段三小段359地號
SPPNMLRLOHHGFDA58DG,雙連段三小段360地號
SPPNMLRLOHHGFDA58DG,雙連段三小段360-1地號
SPPNMLRLOHHGFDA58DG,雙連段三小段360-2地號
SPPNMLRLOHHGFDA58DG,雙連段三小段361-1地號
SPPNMLRLOHHGFDA58DG,雙連段三小段361-2地號
SPPNMLRLOHHGFDA58DG,雙連段三小段361-3地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-1地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-2地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-3地號
SPPNMLRLOHHGFDA58DG,雙連段三小段358地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-4地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-5地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-6地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-7地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-8地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-9地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-10地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-11地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-12地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-13地號
SPPNMLRLOHHGFDA58DG,雙連段三小段358-1地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-14地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-15地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-16地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-17地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-18地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-19地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-20地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-21地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-22地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-77地號
SPPNMLRLOHHGFDA58DG,雙連段三小段358-2地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-78地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-80地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-82地號
SPPNMLRLOHHGFDA58DG,雙連段三小段365-79地號
SPPNMLRLOHHGFDA58DG,雙連段三小段358-3地號
SPPNMLRLOHHGFDA58DG,雙連段三小段358-4地號
SPPNMLRLOHHGFDA58DG,雙連段三小段358-5地號
SPPNMLRLOHHGFDA58DG,雙連段三小段358-6地號
SPPNMLRLOHHGFDA58DG,雙連段三小段358-7地號
TPPNMLSLOHHGFDA68CG,延平段三小段397地號
TPPNMLSLOHHGFDA68CG,延平段三小段407地號
TPPNMLSLOHHGFDA68CG,延平段三小段408地號
TPPNMLSLOHHGFDA68CG,延平段三小段409地號
TPPNMLSLOHHGFDA68CG,延平段三小段398地號
TPPNMLSLOHHGFDA68CG,延平段三小段399地號
TPPNMLSLOHHGFDA68CG,延平段三小段400地號
TPPNMLSLOHHGFDA68CG,延平段三小段401地號
TPPNMLSLOHHGFDA68CG,延平段三小段403地號
TPPNMLSLOHHGFDA68CG,延平段三小段404地號
TPPNMLSLOHHGFDA68CG,延平段三小段405地號
TPPNMLSLOHHGFDA68CG,延平段三小段406地號
SPPNMLKMOHHGFDA87CG,寶清段四小段20地號
SPPNMLKMOHHGFDA87CG,寶清段四小段22地號
SPPNMLMJPHHGFDA87CG,開明段三小段555地號
SPPNMLMJPHHGFDA87CG,開明段三小段566地號
SPPNMLMJPHHGFDA87CG,開明段三小段568地號
SPPNMLMJPHHGFDA87CG,開明段三小段569地號
SPPNMLMJPHHGFDA87CG,開明段三小段570地號
SPPNMLMJPHHGFDA87CG,開明段三小段561地號
SPPNMLMJPHHGFDA87CG,開明段三小段557地號
SPPNMLMJPHHGFDA87CG,開明段三小段558地號
SPPNMLMJPHHGFDA87CG,開明段三小段559地號
SPPNMLMJPHHGFDA87CG,開明段三小段560地號
SPPNMLMJPHHGFDA87CG,開明段三小段562地號
SPPNMLMJPHHGFDA87CG,開明段三小段564地號
SPPNMLMJPHHGFDA87CG,開明段三小段565-1地號
SPPNMLMJPHHGFDA87CG,開明段三小段565-2地號
RPPNMLNKPHHGFDA97CG,振興段三小段183地號
RPPNMLNKPHHGFDA97CG,振興段三小段185-1地號
RPPNMLNKPHHGFDA97CG,振興段三小段187地號
RPPNMLNKPHHGFDA97CG,振興段三小段189地號
RPPNMLNKPHHGFDA97CG,振興段三小段194地號
RPPNMLNKPHHGFDA97CG,振興段三小段196地號
RPPNMLNKPHHGFDA97CG,振興段三小段198地號
RPPNMLNKPHHGFDA97CG,振興段三小段185地號
RPPNMLNKPHHGFDA97CG,振興段三小段186地號
RPPNMLNKPHHGFDA97CG,振興段三小段188地號
RPPNMLNKPHHGFDA97CG,振興段三小段191地號
RPPNMLNKPHHGFDA97CG,振興段三小段195地號
RPPNMLNKPHHGFDA97CG,振興段三小段197地號
RPPNMLNKPHHGFDA97CG,振興段三小段182地號
RPPNMLNKPHHGFDA97CG,振興段三小段184地號
QPQNMLNKPHHGFDA97CG,舊宗段4-4地號
QPQNMLNKPHHGFDA97CG,舊宗段4-19地號
VPPNMLKLPHHGFDA18CG,陽明段二小段24地號
VPPNMLKLPHHGFDA18CG,陽明段二小段33地號
VPPNMLKLPHHGFDA18CG,陽明段二小段34地號
VPPNMLKLPHHGFDA18CG,陽明段二小段35地號
VPPNMLKLPHHGFDA18CG,陽明段二小段46地號
VPPNMLKLPHHGFDA18CG,陽明段二小段47地號
VPPNMLKLPHHGFDA18CG,陽明段二小段48地號
VPPNMLKLPHHGFDA18CG,陽明段二小段49地號
VPPNMLKLPHHGFDA18CG,陽明段二小段51地號
VPPNMLKLPHHGFDA18CG,陽明段二小段52地號
VPPNMLKLPHHGFDA18CG,陽明段二小段53地號
VPPNMLKLPHHGFDA18CG,陽明段二小段25地號
VPPNMLKLPHHGFDA18CG,陽明段二小段55地號
VPPNMLKLPHHGFDA18CG,陽明段二小段56地號
VPPNMLKLPHHGFDA18CG,陽明段二小段26地號
VPPNMLKLPHHGFDA18CG,陽明段二小段27地號
VPPNMLKLPHHGFDA18CG,陽明段二小段28地號
VPPNMLKLPHHGFDA18CG,陽明段二小段29地號
VPPNMLKLPHHGFDA18CG,陽明段二小段30地號
VPPNMLKLPHHGFDA18CG,陽明段二小段31地號
VPPNMLKLPHHGFDA18CG,陽明段二小段32地號
QQQNMLKLPHHGFDA87CG,正義段二小段482地號
QQQNMLKLPHHGFDA87CG,正義段二小段483地號
QQQNMLKLPHHGFDA87CG,正義段二小段484地號
QQQNMLKLPHHGFDA87CG,正義段二小段485地號
QQQNMLKLPHHGFDA87CG,正義段二小段486地號
QQQNMLKLPHHGFDA87CG,正義段二小段487地號
QQQNMLKLPHHGFDA87CG,正義段二小段488地號
UPPNMLKLPHHGFDA18DG,吉林段三小段228-1地號
UPPNMLKLPHHGFDA18DG,吉林段三小段237地號
UPPNMLKLPHHGFDA18DG,吉林段三小段238地號
UPPNMLKLPHHGFDA18DG,吉林段三小段239地號
UPPNMLKLPHHGFDA18DG,吉林段三小段240地號
UPPNMLKLPHHGFDA18DG,吉林段三小段241地號
UPPNMLKLPHHGFDA18DG,吉林段三小段241-1地號
UPPNMLKLPHHGFDA18DG,吉林段三小段229地號
UPPNMLKLPHHGFDA18DG,吉林段三小段230地號
UPPNMLKLPHHGFDA18DG,吉林段三小段231地號
UPPNMLKLPHHGFDA18DG,吉林段三小段232地號
UPPNMLKLPHHGFDA18DG,吉林段三小段233地號
UPPNMLKLPHHGFDA18DG,吉林段三小段234地號
UPPNMLKLPHHGFDA18DG,吉林段三小段235地號
UPPNMLKLPHHGFDA18DG,吉林段三小段236地號
UPPNMLTLPHHGFDA09DG,玉泉段二小段566地號
UPPNMLTLPHHGFDA09DG,玉泉段二小段567地號
UPPNMLTLPHHGFDA09DG,玉泉段二小段568地號
UPPNMLTLPHHGFDA09DG,玉泉段二小段569地號
UPPNMLTLPHHGFDA09DG,玉泉段二小段569-1地號
UPPNMLTLPHHGFDA09DG,玉泉段二小段570地號
UPPNMLTLPHHGFDA09DG,玉泉段二小段571地號
QPPNMLTLPHHGFDA58CG,文昌段一小段214地號
QPPNMLTLPHHGFDA58CG,文昌段一小段215地號
QPPNMLTLPHHGFDA58CG,文昌段一小段216地號
QPPNMLMJQHHGFDA77CG,舊宗段54-22地號
QPPNMLNJQHHGFDA87CG,康寧段四小段197地號
QPPNMLNJQHHGFDA87CG,康寧段四小段198-2地號
WPPNMLOJQHHGFDA58CG,文德段一小段111地號
QPPNMLPJQHHGFDA08CG,長安段二小段337地號
UPPNMLRJQHHGFDA78DG,敦化段三小段631地號
UPPNMLRJQHHGFDA78DG,敦化段三小段636地號
VPQNMLKKQHHGFDA28CG,文林段三小段839地號
VPQNMLKKQHHGFDA28CG,文林段三小段840地號
VPQNMLKKQHHGFDA28CG,文林段三小段841地號
VPQNMLKKQHHGFDA28CG,文林段三小段842地號
VPQNMLKKQHHGFDA28CG,文林段三小段842-1地號
QPQNMLPKQHHGFDA38DG,木柵段一小段194-1地號
VPPNMLQKQHHGFDA78CG,中南段二小段609地號
VPPNMLQKQHHGFDA78CG,中南段二小段609-1地號
RPPNMLRKQHHGFDA48CG,軟橋段80地號
TPQNMLRKQHHGFDA78CG,福林段三小段457地號
TPQNMLRKQHHGFDA78CG,福林段三小段466地號
TPQNMLRKQHHGFDA78CG,福林段三小段467地號
TPQNMLRKQHHGFDA78CG,福林段三小段469地號
TPQNMLRKQHHGFDA78CG,福林段三小段469-1地號
TPQNMLRKQHHGFDA78CG,福林段三小段469-3地號
TPQNMLRKQHHGFDA78CG,福林段三小段470地號
TPQNMLRKQHHGFDA78CG,福林段三小段471地號
TPQNMLRKQHHGFDA78CG,福林段三小段457-2地號
TPQNMLRKQHHGFDA78CG,福林段三小段458地號
TPQNMLRKQHHGFDA78CG,福林段三小段459地號
TPQNMLRKQHHGFDA78CG,福林段三小段460地號
TPQNMLRKQHHGFDA78CG,福林段三小段460-1地號
TPQNMLRKQHHGFDA78CG,福林段三小段463地號
TPQNMLRKQHHGFDA78CG,福林段三小段464地號
TPQNMLRKQHHGFDA78CG,福林段三小段465地號
YPPNMLNLQHHGFDA88CG,實踐段一小段312-4地號
YPPNMLNLQHHGFDA88CG,實踐段一小段313-11地號
UPQNMLPLQHHGFDA78CG,河堤段六小段487-1地號
UPQNMLPLQHHGFDA78CG,河堤段六小段498地號
UPQNMLPLQHHGFDA78CG,河堤段六小段488地號
UPQNMLPLQHHGFDA78CG,河堤段六小段488-2地號
UPQNMLPLQHHGFDA78CG,河堤段六小段489地號
UPQNMLPLQHHGFDA78CG,河堤段六小段490地號
UPQNMLPLQHHGFDA78CG,河堤段六小段490-1地號
UPQNMLPLQHHGFDA78CG,河堤段六小段491地號
UPQNMLPLQHHGFDA78CG,河堤段六小段495地號
UPQNMLPLQHHGFDA78CG,河堤段六小段496地號
TPQNMLQLQHHGFDA78CG,奇岩段三小段511地號
TPQNMLQLQHHGFDA78CG,奇岩段三小段512地號
TPQNMLQLQHHGFDA78CG,奇岩段三小段513地號
TPQNMLQLQHHGFDA78CG,奇岩段三小段514地號
TPQNMLQLQHHGFDA78CG,奇岩段三小段515地號
TPQNMLQLQHHGFDA78CG,奇岩段三小段516地號
TPQNMLQLQHHGFDA78CG,奇岩段三小段517地號
TPQNMLQLQHHGFDA78CG,奇岩段三小段518地號
VPPNMLLMQHHGFDA48CG,城中段一小段216地號
VPPNMLLMQHHGFDA48CG,城中段一小段225-2地號
VPPNMLLMQHHGFDA48CG,城中段一小段225地號
VPPNMLLMQHHGFDA48CG,城中段一小段227-2地號
VPPNMLLMQHHGFDA48CG,城中段一小段227地號
VPPNMLLMQHHGFDA48CG,城中段一小段233地號
VPPNMLLMQHHGFDA48CG,城中段一小段234地號
VPPNMLLMQHHGFDA48CG,城中段一小段235地號
VPPNMLLMQHHGFDA48CG,城中段一小段236地號
VPPNMLLMQHHGFDA48CG,城中段一小段237地號
VPPNMLLMQHHGFDA48CG,城中段一小段240地號
VPPNMLLMQHHGFDA48CG,城中段一小段217地號
VPPNMLLMQHHGFDA48CG,城中段一小段241地號
VPPNMLLMQHHGFDA48CG,城中段一小段242地號
VPPNMLLMQHHGFDA48CG,城中段一小段245-2地號
VPPNMLLMQHHGFDA48CG,城中段一小段245-3地號
VPPNMLLMQHHGFDA48CG,城中段一小段218地號
VPPNMLLMQHHGFDA48CG,城中段一小段219-1地號
VPPNMLLMQHHGFDA48CG,城中段一小段220-3地號
VPPNMLLMQHHGFDA48CG,城中段一小段220地號
VPPNMLLMQHHGFDA48CG,城中段一小段221地號
VPPNMLLMQHHGFDA48CG,城中段一小段222地號
VPPNMLLMQHHGFDA48CG,城中段一小段223地號
SPPNMLMJRHHGFDA18DG,木柵段一小段774地號
SPPNMLMJRHHGFDA18DG,木柵段一小段782地號
SPPNMLMJRHHGFDA18DG,木柵段一小段776地號
SPPNMLMJRHHGFDA18DG,木柵段一小段778地號
SPPNMLMJRHHGFDA18DG,木柵段一小段780地號
SPPNMLMJRHHGFDA18DG,木柵段一小段783地號
SPPNMLMJRHHGFDA18DG,木柵段一小段771地號
SPPNMLMJRHHGFDA18DG,木柵段一小段775地號
SPPNMLMJRHHGFDA18DG,木柵段一小段777地號
SPPNMLMJRHHGFDA18DG,木柵段一小段779地號
TPPNMLSJRHHGFDA78CG,芝蘭段四小段160-2地號
TPPNMLSJRHHGFDA78CG,芝蘭段四小段161-1地號
TPPNMLSJRHHGFDA78CG,芝蘭段四小段162地號
TPPNMLSJRHHGFDA78CG,芝蘭段四小段169-1地號
QPPNMLOKRHHGFDA18CG,華中段二小段191-1地號
QPPNMLOKRHHGFDA18CG,華中段二小段191-2地號
QPPNMLKLRHHGFDA87CG,碧湖段二小段193-4地號
QPPNMLKLRHHGFDA87CG,碧湖段二小段195地號
QPPNMLKLRHHGFDA87CG,碧湖段二小段210地號
QPPNMLKLRHHGFDA87CG,碧湖段二小段212地號
QPPNMLKLRHHGFDA87CG,碧湖段二小段214地號
XPQNMLQLRHHGFDA66CG,復興段三小段3-1地號
RPRNMLQLRHHGFDA78CG,漢中段二小段5-15地號
RPRNMLQLRHHGFDA78CG,漢中段二小段8-10地號
RPRNMLQLRHHGFDA78CG,漢中段二小段8-11地號
WPPNMLRLRHHGFDA66DG,開明段二小段545地號
WPPNMLRLRHHGFDA66DG,開明段二小段554地號
WPPNMLRLRHHGFDA66DG,開明段二小段555地號
WPPNMLRLRHHGFDA66DG,開明段二小段546地號
WPPNMLRLRHHGFDA66DG,開明段二小段547地號
WPPNMLRLRHHGFDA66DG,開明段二小段548地號
WPPNMLRLRHHGFDA66DG,開明段二小段549地號
WPPNMLRLRHHGFDA66DG,開明段二小段550地號
WPPNMLRLRHHGFDA66DG,開明段二小段551地號
WPPNMLRLRHHGFDA66DG,開明段二小段552地號
WPPNMLRLRHHGFDA66DG,開明段二小段553地號
TPPNMLLKIIHGFDA37CG,仁愛段一小段115地號
TPPNMLLKIIHGFDA37CG,仁愛段一小段124地號
TPPNMLLKIIHGFDA37CG,仁愛段一小段125地號
TPPNMLLKIIHGFDA37CG,仁愛段一小段126地號
TPPNMLLKIIHGFDA37CG,仁愛段一小段127地號
TPPNMLLKIIHGFDA37CG,仁愛段一小段128地號
TPPNMLLKIIHGFDA37CG,仁愛段一小段131地號
TPPNMLLKIIHGFDA37CG,仁愛段一小段116地號
TPPNMLLKIIHGFDA37CG,仁愛段一小段117地號
TPPNMLLKIIHGFDA37CG,仁愛段一小段118地號
TPPNMLLKIIHGFDA37CG,仁愛段一小段119地號
TPPNMLLKIIHGFDA37CG,仁愛段一小段120地號
TPPNMLLKIIHGFDA37CG,仁愛段一小段121地號
TPPNMLLKIIHGFDA37CG,仁愛段一小段122地號
TPPNMLLKIIHGFDA37CG,仁愛段一小段123地號
QPPNMLNKIIHGFDA27CG,懷生段一小段727地號
QPPNMLNKIIHGFDA27CG,懷生段一小段744地號
QPPNMLNKIIHGFDA27CG,懷生段一小段745地號
QPPNMLNKIIHGFDA27CG,懷生段一小段746地號
QPPNMLNKIIHGFDA27CG,懷生段一小段751地號
QPPNMLNKIIHGFDA27CG,懷生段一小段752地號
QPPNMLNKIIHGFDA27CG,懷生段一小段753地號
QPPNMLNKIIHGFDA27CG,懷生段一小段754地號
QPPNMLNKIIHGFDA27CG,懷生段一小段755地號
QPPNMLNKIIHGFDA27CG,懷生段一小段728地號
QPPNMLNKIIHGFDA27CG,懷生段一小段729地號
QPPNMLNKIIHGFDA27CG,懷生段一小段734地號
QPPNMLNKIIHGFDA27CG,懷生段一小段735地號
QPPNMLNKIIHGFDA27CG,懷生段一小段736地號
QPPNMLNKIIHGFDA27CG,懷生段一小段737地號
QPPNMLNKIIHGFDA27CG,懷生段一小段742地號
QPPNMLNKIIHGFDA27CG,懷生段一小段743地號
TPPNMLOLIIHGFDA87DG,中正段二小段22地號
RQPNMLSJJIHGFDA97CG,文昌段二小段15地號
RQPNMLSJJIHGFDA97CG,文昌段二小段16地號
RQPNMLSJJIHGFDA97CG,文昌段二小段17地號
RQPNMLSJJIHGFDA97CG,文昌段二小段25-6地號
RPPNMLQKJIHGFDA77CG,百齡段三小段384-5地號
RPPNMLQKJIHGFDA77CG,百齡段三小段504地號
RPPNMLQKJIHGFDA77CG,百齡段三小段506地號
XPPNMLRKJIHGFDA48CG,吉林段一小段290地號
XPPNMLRKJIHGFDA48CG,吉林段一小段291地號
XPPNMLRKJIHGFDA48CG,吉林段一小段292地號
VPPNMLNLJIHGFDA08DG,三合段36地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段964地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段984地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段985地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段986地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段987地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段988地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段992地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段993地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段994地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段995地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段996地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段969地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段970地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段979地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段980地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段981地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段981-1地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段982地號
UQPNMLNKKIHGFDA97CG,玉泉段一小段983地號
VPRNMLNLKIHGFDA28CG,三興段三小段59地號
VPRNMLNLKIHGFDA28CG,三興段三小段61地號
VPRNMLNLKIHGFDA28CG,三興段三小段63地號
VPRNMLNLKIHGFDA28CG,三興段三小段65地號
UPPNMLRLKIHGFDA48DG,華江段三小段473-15地號
UPPNMLRLKIHGFDA48DG,華江段三小段473-16地號
UPPNMLRLKIHGFDA48DG,華江段三小段492地號
UPPNMLRLKIHGFDA48DG,華江段三小段493地號
UPPNMLRLKIHGFDA48DG,華江段三小段493-1地號
UPPNMLRLKIHGFDA48DG,華江段三小段494地號
UPPNMLRLKIHGFDA48DG,華江段三小段495地號
UPPNMLRLKIHGFDA48DG,華江段三小段496地號
UPPNMLRLKIHGFDA48DG,華江段三小段496-1地號
VPPNMLKMKIHGFDA87CG,三玉段四小段131地號
VPPNMLKMKIHGFDA87CG,三玉段四小段132-1地號
VPPNMLKMKIHGFDA87CG,三玉段四小段133-1地號
VPPNMLKMKIHGFDA87CG,三玉段四小段134-1地號
RPQNMLPJJHIGFDA77DG,光華段一小段539地號
RPQNMLPJJHIGFDA77DG,光華段一小段541地號
RPQNMLPJJHIGFDA77DG,光華段一小段542地號
RPQNMLPJJHIGFDA77DG,光華段一小段543地號
RPQNMLPJJHIGFDA77DG,光華段一小段545地號
RPQNMLPJJHIGFDA77DG,光華段一小段546地號
RPQNMLPJJHIGFDA77DG,光華段一小段547地號
QPRNMLLKJHIGFDA37CG,西湖段四小段242地號
QPPNMLNKJHIGFDA37CG,龍泉段一小段324地號
QPPNMLNKJHIGFDA37CG,龍泉段一小段327地號
QPPNMLNKJHIGFDA37CG,龍泉段一小段328地號
QPPNMLNKJHIGFDA37CG,龍泉段一小段329地號
VPPNMLRKJHIGFDA28CG,龍泉段一小段962地號
VPPNMLRKJHIGFDA28CG,龍泉段一小段963地號
VPPNMLRKJHIGFDA28CG,龍泉段一小段964地號
SPPNMLOJKHIGFDA67CG,長春段二小段776地號
SPPNMLOJKHIGFDA67CG,長春段二小段796地號
WPPNMLQJKHIGFDA28CG,木柵段一小段551地號
WPPNMLQJKHIGFDA28CG,木柵段一小段555地號
WPPNMLQJKHIGFDA28CG,木柵段一小段556地號
WPPNMLQJKHIGFDA28CG,木柵段一小段557地號
WPPNMLQJKHIGFDA28CG,木柵段一小段558地號
SPRNMLQJKHIGFDA08CG,康寧段三小段569地號
SPRNMLQJKHIGFDA08CG,康寧段三小段578地號
SPRNMLQJKHIGFDA08CG,康寧段三小段579地號
SPRNMLQJKHIGFDA08CG,康寧段三小段580地號
SPRNMLQJKHIGFDA08CG,康寧段三小段581地號
SPRNMLQJKHIGFDA08CG,康寧段三小段582地號
SPRNMLQJKHIGFDA08CG,康寧段三小段583地號
SPRNMLQJKHIGFDA08CG,康寧段三小段570地號
SPRNMLQJKHIGFDA08CG,康寧段三小段571地號
SPRNMLQJKHIGFDA08CG,康寧段三小段572地號
SPRNMLQJKHIGFDA08CG,康寧段三小段573地號
SPRNMLQJKHIGFDA08CG,康寧段三小段574地號
SPRNMLQJKHIGFDA08CG,康寧段三小段575地號
SPRNMLQJKHIGFDA08CG,康寧段三小段576地號
SPRNMLQJKHIGFDA08CG,康寧段三小段577地號
VPSNMLQJKHIGFDA48CG,吉林段四小段5地號
VPSNMLQJKHIGFDA48CG,吉林段四小段6地號
VPSNMLQJKHIGFDA48CG,吉林段四小段7地號
VPSNMLQJKHIGFDA48CG,吉林段四小段51地號
VPSNMLQJKHIGFDA48CG,吉林段四小段52地號
YPQNMLQJKHIGFDA68DG,玉成段五小段314地號
YPQNMLQJKHIGFDA68DG,玉成段五小段315地號
YPQNMLQJKHIGFDA68DG,玉成段五小段316地號
YPQNMLQJKHIGFDA68DG,玉成段五小段317地號
YPQNMLQJKHIGFDA68DG,玉成段五小段318地號
YPQNMLQJKHIGFDA68DG,玉成段五小段320地號
YPQNMLQJKHIGFDA68DG,玉成段五小段321地號
SPPNMLRJKHIGFDA97CG,懷生段三小段433地號
SPPNMLRJKHIGFDA97CG,懷生段三小段433-1地號
TPPNMLSJKHIGFDA18CG,吉林段五小段210地號
TPPNMLSJKHIGFDA18CG,吉林段五小段236地號
TPPNMLSJKHIGFDA18CG,吉林段五小段237地號
TPPNMLSJKHIGFDA18CG,吉林段五小段240地號
TPPNMLSJKHIGFDA18CG,吉林段五小段241地號
TPPNMLSJKHIGFDA18CG,吉林段五小段244地號
TPPNMLSJKHIGFDA18CG,吉林段五小段245地號
RPPNMLOKKHIGFDA77DG,橋北段三小段585地號
RPPNMLOKKHIGFDA77DG,橋北段三小段586地號
RPPNMLOKKHIGFDA77DG,橋北段三小段586-1地號
RPPNMLOKKHIGFDA77DG,橋北段三小段618地號
RPPNMLOKKHIGFDA77DG,橋北段三小段618-1地號
RPPNMLOKKHIGFDA77DG,橋北段三小段619地號
RPPNMLOKKHIGFDA77DG,橋北段三小段619-1地號
RPPNMLOKKHIGFDA77DG,橋北段三小段620地號
RPPNMLOKKHIGFDA77DG,橋北段三小段620-1地號
TPQNMLPKKHIGFDA08CG,迪化段三小段498地號
TPQNMLPKKHIGFDA08CG,迪化段三小段499地號
TPQNMLPKKHIGFDA08CG,迪化段三小段500地號
TPQNMLPKKHIGFDA08CG,迪化段三小段501地號
TPQNMLPKKHIGFDA08CG,迪化段三小段502地號
RPPNMLPKKHIGFDA87DG,奇岩段三小段450地號
RPPNMLPKKHIGFDA87DG,奇岩段三小段451地號
RPPNMLPKKHIGFDA87DG,奇岩段三小段452地號
RPPNMLPKKHIGFDA87DG,奇岩段三小段453-1地號
RPPNMLPKKHIGFDA87DG,奇岩段三小段456地號
SPQNMLKLKHIGFDA57CG,景美段五小段40-1地號
SPQNMLKLKHIGFDA57CG,景美段五小段60-1地號
SPQNMLKLKHIGFDA57CG,景美段五小段61地號
SPQNMLKLKHIGFDA57CG,景美段五小段62地號
SPQNMLKLKHIGFDA57CG,景美段五小段63地號
SPQNMLKLKHIGFDA57CG,景美段五小段64地號
SPQNMLKLKHIGFDA57CG,景美段五小段65地號
SPQNMLKLKHIGFDA57CG,景美段五小段66地號
SPQNMLKLKHIGFDA57CG,景美段五小段67地號
SPQNMLKLKHIGFDA57CG,景美段五小段68地號
SPQNMLKLKHIGFDA57CG,景美段五小段68-3地號
SPQNMLKLKHIGFDA57CG,景美段五小段40-6地號
SPQNMLKLKHIGFDA57CG,景美段五小段68-5地號
SPQNMLKLKHIGFDA57CG,景美段五小段68-6地號
SPQNMLKLKHIGFDA57CG,景美段五小段69地號
SPQNMLKLKHIGFDA57CG,景美段五小段70地號
SPQNMLKLKHIGFDA57CG,景美段五小段71地號
SPQNMLKLKHIGFDA57CG,景美段五小段40-7地號
SPQNMLKLKHIGFDA57CG,景美段五小段40-9地號
SPQNMLKLKHIGFDA57CG,景美段五小段40-10地號
SPQNMLKLKHIGFDA57CG,景美段五小段41地號
SPQNMLKLKHIGFDA57CG,景美段五小段42-1地號
SPQNMLKLKHIGFDA57CG,景美段五小段42-2地號
SPQNMLKLKHIGFDA57CG,景美段五小段42-3地號
QPPNMLLLKHIGFDA37CG,長安段一小段346地號
QPPNMLLLKHIGFDA37CG,長安段一小段355地號
QPPNMLLLKHIGFDA37CG,長安段一小段356地號
QPPNMLLLKHIGFDA37CG,長安段一小段357地號
QPPNMLLLKHIGFDA37CG,長安段一小段357-1地號
QPPNMLLLKHIGFDA37CG,長安段一小段358地號
QPPNMLLLKHIGFDA37CG,長安段一小段358-1地號
QPPNMLLLKHIGFDA37CG,長安段一小段360地號
QPPNMLLLKHIGFDA37CG,長安段一小段360-1地號
QPPNMLLLKHIGFDA37CG,長安段一小段347地號
QPPNMLLLKHIGFDA37CG,長安段一小段348地號
QPPNMLLLKHIGFDA37CG,長安段一小段349地號
QPPNMLLLKHIGFDA37CG,長安段一小段350地號
QPPNMLLLKHIGFDA37CG,長安段一小段351地號
QPPNMLLLKHIGFDA37CG,長安段一小段352地號
QPPNMLLLKHIGFDA37CG,長安段一小段353地號
QPPNMLLLKHIGFDA37CG,長安段一小段354地號
